conversation_num,batch_num,round_num,round_index,task_index,complexity,type,social_perceptiveness,skill,speaker_nickname,message,normalized_score,score,duration,efficiency,message_lower_with_punc,positive_bert,negative_bert,neutral_bert,num_words,num_chars,num_messages,info_exchange_zscore_chats,info_exchange_zscore_conversation,discrepancies,hear,home,conjunction,certainty,inclusive,bio,achievement,adverbs,anxiety,third_person,negation,swear,death,health,see,body,family,negative_affect,quantifier,positive_affect,insight,humans,present_tense,future_tense,past_tense,relative,sexual,inhibition,sadness,social,indefinite_pronoun,religion,work,money,causation,anger,first_person_singular,feel,tentativeness,exclusive,verbs,friends,article,argue,auxiliary_verbs,cognitive_mech,preposition,first_person_plural,percept,second_person,positive_words,first_person,nltk_english_stopwords,hedge_words,num_question_naive,NTRI,word_TTR,first_pronouns_proportion,function_word_accommodation,content_word_accommodation,hedge_naive,textblob_subjectivity,textblob_polarity,positivity_zscore_chats,positivity_zscore_conversation,dale_chall_score,dale_chall_classification,please,please_start,hashedge,indirect_(btw),hedges,factuality,deference,gratitude,apologizing,1st_person_pl.,1st_person,1st_person_start,2nd_person,2nd_person_start,indirect_(greeting),direct_question,direct_start,haspositive,hasnegative,subjunctive,indicative
745,kg99bLDQNFWLBWs3s,N8esq9dZCutNhP48G,2,4,High,ML,27.0,1004.6666666666664,CKHnM85287TANTF5u,success,94.9479940564636,639,3.883333333333333,24.45012722484041,success,0.70391935,0.045944046,0.25013664,1,7,1,-0.8053567000968301,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.3,1.3226791259530113,1.0,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
745,kg99bLDQNFWLBWs3s,N8esq9dZCutNhP48G,2,4,High,ML,27.0,1004.6666666666664,PR36ytfvWd5NvKa8u,that was a hard one for sure,94.9479940564636,639,3.883333333333333,24.45012722484041,that was a hard one for sure.,0.07530276,0.67496866,0.24972852,7,28,1,0.7115921900270314,1.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.04,0.0,0,0,1.0,0.0,0,0.0,0,0.7152777777777777,0.10416666666666666,-0.8428015849252704,-1.0,0.3472,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
746,kg99bLDQNFWLBWs3s,WWWHeCumMW3sqhFns,1,1,Very low,ML,27.0,1004.6666666666664,BJGBrCPp5LotfGoeH,ok real rounds from now on,96.47058823529412,328,1.35,71.45969498910675,ok real rounds from now on,0.13208866,0.05868267,0.8092287,6,26,1,0.45876737500638787,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.01,0.0,0.0,0.0,0.030000000000000002,0.0,0,0,1.0,0.0,0,0.0,0,0.4,0.35,-0.6471835037991216,,0.2976,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,kg99bLDQNFWLBWs3s,kPKfjXq8C7tsxA98H,3,2,Low,ML,27.0,1004.6666666666664,CKHnM85287TANTF5u,ok,98.63945578231292,435,1.0666666666666669,92.47448979591834,ok?,0.13237813,0.07984444,0.7877774,1,2,1,-0.8053567000968301,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0,0.0,0,0.5,0.5,-0.6461863272827049,-1.0000000000000002,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,kg99bLDQNFWLBWs3s,kPKfjXq8C7tsxA98H,3,2,Low,ML,27.0,1004.6666666666664,BJGBrCPp5LotfGoeH,yeah,98.63945578231292,435,1.0666666666666669,92.47448979591834,yeah,0.36310744,0.102039345,0.5348532,1,4,1,-0.8053567000968301,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.14863817812727065,0.9999999999999999,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,kg99bLDQNFWLBWs3s,vaRykeH3yXJi92ZLA,4,3,Moderate,ML,27.0,1004.6666666666664,NULL_SPEAKER,nan,83.48214285714286,561,3.5166666666666666,23.73899796885579,nan,0.22552355,0.09361122,0.6808652,1,3,1,-0.8053567000968301,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.3253156828782101,,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,kg99bLDQNFWLBWs3s,wrqDDwF6uYtCeEsyX,5,5,Very high,ML,27.0,1004.6666666666664,NULL_SPEAKER,nan,92.9718875502008,926,3.733333333333333,24.90318416523236,nan,0.22552355,0.09361122,0.6808652,1,3,1,-0.8053567000968301,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.3253156828782101,,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,kixqnRLqDKTtoJFtg,88hyEFNMYQ2qEEedG,5,4,High,ML,23.66666666666667,967.6666666666664,NULL_SPEAKER,nan,92.86775631500744,625,5.883333333333334,15.784887758924771,nan,0.22552355,0.09361122,0.6808652,1,3,1,-0.8053567000968301,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.3253156828782101,,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,kixqnRLqDKTtoJFtg,ME429t3KRLj7ZLnEE,3,2,Low,ML,23.66666666666667,967.6666666666664,NULL_SPEAKER,nan,81.85941043083899,361,2.6666666666666665,30.697278911564627,nan,0.22552355,0.09361122,0.6808652,1,3,1,-0.8053567000968301,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.3253156828782101,,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,kixqnRLqDKTtoJFtg,W5HBMQN6Bp7wprSTq,2,1,Very low,ML,23.66666666666667,967.6666666666664,NULL_SPEAKER,nan,96.47058823529412,328,1.0166666666666666,94.8891031822565,nan,0.22552355,0.09361122,0.6808652,1,3,1,-0.8053567000968301,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.3253156828782101,,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,kixqnRLqDKTtoJFtg,XfkyPQ8z63yWFvCkq,4,5,Very high,ML,23.66666666666667,967.6666666666664,FkAq5gMTNPrMA7NHk,aww man,82.22891566265059,819,9.283333333333331,8.857692890052132,aww man,0.25830424,0.2868659,0.4548299,2,7,1,-0.5525318850761866,-0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.9,0.3,-0.21239160003737922,-0.5018201399228895,0.0992,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,kixqnRLqDKTtoJFtg,XfkyPQ8z63yWFvCkq,4,5,Very high,ML,23.66666666666667,967.6666666666664,bvc8BQmD23c5a5eke,exactly lol,82.22891566265059,819,9.283333333333331,8.857692890052132,exactly lol,0.5188318,0.06856141,0.4126068,2,11,1,-0.5525318850761866,-0.5773502691896257,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.7,0.8,0.6850829731872694,1.701531083986437,0.0992,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,kixqnRLqDKTtoJFtg,XfkyPQ8z63yWFvCkq,4,5,Very high,ML,23.66666666666667,967.6666666666664,bvc8BQmD23c5a5eke,what ive been trying to do is put everybody in the room the want the most first then adjust the restrictions afterwards,82.22891566265059,819,9.283333333333331,8.857692890052132,what ive been trying to do is put everybody in the room the want the most first then adjust the restrictions afterwards,0.21618463,0.030361412,0.7534539,22,119,1,4.503964415336686,1.7320508075688772,0.009999999999999998,0.0,0.009999999999999998,0.009999999999999998,0.009999999999999998,0.0,0.0,0.019999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.009999999999999998,0.0,0.039999999999999994,0.0,0.009999999999999998,0.06,0.0,0.009999999999999998,0.0,0.009999999999999998,0.019999999999999997,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.009999999999999998,0.0,0.05,0.0,0.039999999999999994,0.0,0.039999999999999994,0.05,0.019999999999999997,0.0,0.0,0.0,0.0,0.0,0.12,0.0,1,0,0.8636363636363636,0.0,0,0.0,0,0.41666666666666663,0.375,-0.35748672551715066,-0.8580369418769078,1.0912,easy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
754,kixqnRLqDKTtoJFtg,qY5vz8zR9L9Hx92mq,1,3,Moderate,ML,23.66666666666667,967.6666666666664,NULL_SPEAKER,nan,69.4940476190476,467,3.066666666666667,22.66110248447205,nan,0.22552355,0.09361122,0.6808652,1,3,1,-0.8053567000968301,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.3253156828782101,,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,m5gGMHSjmofhthAcQ,6kMjJW3hEmh2Qt8nX,2,1,Very low,HL,27.0,1061.3333333333333,NULL_SPEAKER,nan,98.52941176470588,335,0.8,123.16176470588236,nan,0.22552355,0.09361122,0.6808652,1,3,1,-0.8053567000968301,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.3253156828782101,,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,m5gGMHSjmofhthAcQ,9se3tZBRnZYtnFFHz,3,4,High,HL,27.0,1061.3333333333333,NULL_SPEAKER,nan,98.06835066864784,660,2.0,49.03417533432392,nan,0.22552355,0.09361122,0.6808652,1,3,1,-0.8053567000968301,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.3253156828782101,,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,m5gGMHSjmofhthAcQ,CxSd7BRW8njyHCczY,4,2,Low,HL,27.0,1061.3333333333333,NULL_SPEAKER,nan,89.79591836734693,396,0.6,149.65986394557825,nan,0.22552355,0.09361122,0.6808652,1,3,1,-0.8053567000968301,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.3253156828782101,,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,m5gGMHSjmofhthAcQ,DqDQtSATEG4yhqpfP,5,3,Moderate,HL,27.0,1061.3333333333333,NULL_SPEAKER,nan,87.20238095238096,586,1.55,56.259600614439314,nan,0.22552355,0.09361122,0.6808652,1,3,1,-0.8053567000968301,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.3253156828782101,,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,m5gGMHSjmofhthAcQ,eWpv6vXHWHv8eFNbc,1,5,Very high,HL,27.0,1061.3333333333333,NULL_SPEAKER,nan,93.27309236947792,929,2.683333333333333,34.760158647010414,nan,0.22552355,0.09361122,0.6808652,1,3,1,-0.8053567000968301,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.3253156828782101,,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,mZXmDaqBh8gXoGKTn,XeYtPgfopDRr3rdPH,2,3,Moderate,MH,32.0,1027.0,965n6CDY24vvdmjMd,101 for g,95.38690476190476,641,7.483333333333332,12.746579700922688,101 for g,0.17944993,0.03372075,0.78682935,3,9,1,-0.299707070055543,-0.3916069327841221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.4840317221579494,-0.4195744457061511,0.1488,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,mZXmDaqBh8gXoGKTn,XeYtPgfopDRr3rdPH,2,3,Moderate,MH,32.0,1027.0,965n6CDY24vvdmjMd,nm,95.38690476190476,641,7.483333333333332,12.746579700922688,nm,0.2935076,0.1323004,0.57419205,1,2,1,-0.8053567000968301,-1.0099336687590519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.0911218177077338,-0.07490263186278819,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,mZXmDaqBh8gXoGKTn,XeYtPgfopDRr3rdPH,2,3,Moderate,MH,32.0,1027.0,YB9XPwCSbnXetYTLv,106 for g,95.38690476190476,641,7.483333333333332,12.746579700922688,106 for g?,0.05916955,0.041791677,0.8990388,3,9,1,-0.299707070055543,-0.3916069327841221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,1,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.8983778385834,-0.7830507182301204,0.1488,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,mZXmDaqBh8gXoGKTn,XeYtPgfopDRr3rdPH,2,3,Moderate,MH,32.0,1027.0,YB9XPwCSbnXetYTLv,ahhh didnt see that one,95.38690476190476,641,7.483333333333332,12.746579700922688,ahhh didn't see that one,0.091141015,0.25810206,0.6507569,5,23,1,0.20594255998574423,0.2267198031908076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.7882414027059759,-0.6864358844115829,0.248,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,mZXmDaqBh8gXoGKTn,XeYtPgfopDRr3rdPH,2,3,Moderate,MH,32.0,1027.0,YB9XPwCSbnXetYTLv,h and i are in best spots,95.38690476190476,641,7.483333333333332,12.746579700922688,h and i are in best spots,0.9514025,0.005180868,0.043416623,7,25,1,0.45876737500638787,0.5358831711782724,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.04,0.0,0,0,1.0,0.14285714285714285,0,0.0,0,0.3,1.0,2.1752178532436734,1.9131953934720967,0.3472,easy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
760,mZXmDaqBh8gXoGKTn,XeYtPgfopDRr3rdPH,2,3,Moderate,MH,32.0,1027.0,965n6CDY24vvdmjMd,can we move c and d,95.38690476190476,641,7.483333333333332,12.746579700922688,can we move c and d?,0.042557087,0.01383453,0.9436084,6,19,1,0.20594255998574423,0.2267198031908076,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.02,0.0,0.01,0.0,0.0,0.0,0.01,0.04,0.0,1,0,1.0,0.16666666666666666,1,0.0,0,0.0,0.0,-0.9556050399633051,-0.8332520572072866,0.2976,easy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
760,mZXmDaqBh8gXoGKTn,XeYtPgfopDRr3rdPH,2,3,Moderate,MH,32.0,1027.0,YB9XPwCSbnXetYTLv,optimal d and c is 105 butr idk if that messes with other stuff,95.38690476190476,641,7.483333333333332,12.746579700922688,optimal d and c is 105 butr idk if that messes with other stuff,0.022612594,0.21754722,0.75984013,14,63,1,2.4813658951715367,3.0091901150779914,0.01,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.01,0.01,0.03,0.01,0.0,0.0,0.0,0.01,0.0,0.06999999999999999,0.0,0,0,1.0,0.0,1,0.024696969696969696,0,0.375,-0.125,-1.0243105363927691,-0.8935224851276208,0.6944,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
760,mZXmDaqBh8gXoGKTn,XeYtPgfopDRr3rdPH,2,3,Moderate,MH,32.0,1027.0,YB9XPwCSbnXetYTLv,i think c and d are good in there,95.38690476190476,641,7.483333333333332,12.746579700922688,i think c and d are good in there,0.86375403,0.007231568,0.12901437,9,33,1,0.964417005047675,1.1542099071532022,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.01,0.02,0.01,0.0,0.0,0.0,0.01,0.01,0.060000000000000005,0.0,0,0,1.0,0.1111111111111111,1,0.024696969696969696,0,0.6000000000000001,0.7,1.8732832970414683,1.6483297589602253,0.44639999999999996,easy,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
760,mZXmDaqBh8gXoGKTn,XeYtPgfopDRr3rdPH,2,3,Moderate,MH,32.0,1027.0,YB9XPwCSbnXetYTLv,159 vs 160 points,95.38690476190476,641,7.483333333333332,12.746579700922688,159 vs 160 points,0.056827534,0.033281885,0.9098905,4,17,1,-0.04688225503489937,-0.08244356479665728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.9064456983141913,-0.7901280756999879,0.1984,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
