conversation_num,mean_pre_discussion_error,mean_post_discussion_error,mean_pre_discussion_error_pct,mean_post_discussion_error_pct,median_pre_discussion_error,median_post_discussion_error,median_pre_discussion_error_pct,median_post_discussion_error_pct,speaker_nickname,question,chatrooms,trial_indx,message,message_lower_with_punc,positive_bert,negative_bert,neutral_bert,num_words,num_chars,num_messages,info_exchange_zscore_chats,info_exchange_zscore_conversation,discrepancies,hear,home,conjunction,certainty,inclusive,bio,achievement,adverbs,anxiety,third_person,negation,swear,death,health,see,body,family,negative_affect,quantifier,positive_affect,insight,humans,present_tense,future_tense,past_tense,relative,sexual,inhibition,sadness,social,indefinite_pronoun,religion,work,money,causation,anger,first_person_singular,feel,tentativeness,exclusive,verbs,friends,article,argue,auxiliary_verbs,cognitive_mech,preposition,first_person_plural,percept,second_person,positive_words,first_person,nltk_english_stopwords,hedge_words,num_question_naive,NTRI,word_TTR,first_pronouns_proportion,function_word_accommodation,content_word_accommodation,hedge_naive,textblob_subjectivity,textblob_polarity,positivity_zscore_chats,positivity_zscore_conversation,dale_chall_score,dale_chall_classification,please,please_start,hashedge,indirect_(btw),hedges,factuality,deference,gratitude,apologizing,1st_person_pl.,1st_person,1st_person_start,2nd_person,2nd_person_start,indirect_(greeting),direct_question,direct_start,haspositive,hasnegative,subjunctive,indicative
7wkkvgw5a42aHmDwa1,24.615,19.992857142857144,0.8315878378378379,0.675434362934363,26.6,24.6,0.8986486486486487,0.8310810810810811,68,picasso,1.0,3.0,haha how high,haha how high?,0.41157874,0.020147048,0.5682742,3,13,1,-0.4272354665368802,-0.36835828931590026,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,1,0,1.0,0.0,0,0.0,0,0.41999999999999993,0.18,0.8740796916682858,0.6640238987927121,0.1488,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7wkkvgw5a42aHmDwa1,24.615,19.992857142857144,0.8315878378378379,0.675434362934363,26.6,24.6,0.8986486486486487,0.8310810810810811,671,picasso,1.0,3.0,i thought it would be high too,i thought it would be high too,0.06384611,0.16218679,0.77396715,7,30,1,0.26336432868711795,0.39002642398154136,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.0,0,0,1.0,0.14285714285714285,0,0.006756756756756757,0,0.5399999999999999,0.16,-0.750706447918607,-0.9387781457329188,0.3472,easy,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7wkkvgw5a42aHmDwa1,24.615,19.992857142857144,0.8315878378378379,0.675434362934363,26.6,24.6,0.8986486486486487,0.8310810810810811,1240,picasso,1.0,3.0,usually i think art paintings go for 3 or 4 million,usually i think art paintings go for 3 or 4 million,0.08105524,0.044464722,0.87448,11,51,1,1.1841640556524489,1.4012060417114636,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.02,0.0,0.0,0.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0,0,1.0,0.09090909090909091,0,0.00036859565057132326,0,0.25,-0.25,-0.6702965194676905,-0.8594562001665584,0.5456,easy,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7wkkvgw5a42aHmDwa1,24.615,19.992857142857144,0.8315878378378379,0.675434362934363,26.6,24.6,0.8986486486486487,0.8310810810810811,502,picasso,1.0,3.0,its def a good size painting,its def a good size painting,0.91302073,0.0081445165,0.07883481,6,28,1,0.26336432868711795,0.39002642398154136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0,0,1.0,0.0,0,0.0,0,0.6000000000000001,0.7,3.217075214288263,2.975317626916532,0.2976,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7wkkvgw5a42aHmDwa1,24.615,19.992857142857144,0.8315878378378379,0.675434362934363,26.6,24.6,0.8986486486486487,0.8310810810810811,1258,picasso,1.0,3.0,one sold in 2015 for 180 mil,one sold in 2015 for 180 mil,0.0574743,0.08749609,0.8550296,7,28,1,0.4935642604284507,0.642821328414022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.7804788295673499,-0.9681476935240735,0.3472,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7wkkvgw5a42aHmDwa1,24.615,19.992857142857144,0.8315878378378379,0.675434362934363,26.6,24.6,0.8986486486486487,0.8310810810810811,1324,picasso,1.0,3.0,pretty much rich people have more dollars than sense haha,pretty much rich people have more dollars than sense haha,0.2964134,0.226843,0.4767436,10,57,1,1.1841640556524489,1.4012060417114636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019999999999999997,0.029999999999999995,0.009999999999999998,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.019999999999999997,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.009999999999999998,0.0,0.0,0.0,0.009999999999999998,0.019999999999999997,0.009999999999999998,0.0,0.0,0.0,0.019999999999999997,0.0,0.029999999999999995,0.0,0,0,1.0,0.0,0,0.0,0,0.6375,0.33125,0.33596784351411063,0.13319294855807506,0.496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7wkkvgw5a42aHmDwa1,24.615,19.992857142857144,0.8315878378378379,0.675434362934363,26.6,24.6,0.8986486486486487,0.8310810810810811,1638,picasso,1.0,3.0,ahaha,ahaha,0.5946771,0.061680008,0.34364292,1,5,1,-0.8876353300195456,-0.8739480981808614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,1.7296096357781932,1.5079781338533962,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7wkkvgw5a42aHmDwa1,24.615,19.992857142857144,0.8315878378378379,0.675434362934363,26.6,24.6,0.8986486486486487,0.8310810810810811,1240,picasso,1.0,3.0,180 million,180 million,0.102127515,0.0695088,0.8283637,2,11,1,-0.657435398278213,-0.6211531937483808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.5718359857249601,-0.7623278822033971,0.0992,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7wkkvgw5a42aHmDwa1,24.615,19.992857142857144,0.8315878378378379,0.675434362934363,26.6,24.6,0.8986486486486487,0.8310810810810811,1324,picasso,1.0,3.0,i will go with 65 million,i will go with 65 million,0.2080457,0.028294863,0.7636594,6,25,1,0.033164396945785234,0.13723151954906082,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0,0,1.0,0.16666666666666666,0,0.0029940119760479044,0,0.0,0.0,-0.07693161359801785,-0.2741197912041601,0.2976,easy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7wkkvgw5a42aHmDwa1,24.615,19.992857142857144,0.8315878378378379,0.675434362934363,26.6,24.6,0.8986486486486487,0.8310810810810811,1638,picasso,1.0,3.0,omg,omg,0.4452198,0.11204215,0.44273803,1,3,1,-0.8876353300195456,-0.8739480981808614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,1.0312680694429313,0.8190854463616285,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7wkkvgw5a42aHmDwa1,24.615,19.992857142857144,0.8315878378378379,0.675434362934363,26.6,24.6,0.8986486486486487,0.8310810810810811,935,picasso,1.0,3.0,i think this may be more like a 20 or 30 million thing,i think this may be more like a 20 or 30 million thing,0.05008536,0.09424282,0.85567176,13,54,1,1.6445639191351142,1.9067958505764246,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.03,0.0,0.01,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0.02,0.01,0.06,0.0,0,0,1.0,0.07692307692307693,0,0.0,0,0.5,0.5,-0.8150037670120734,-1.0022054928708797,0.6447999999999999,easy,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7wkkvgw5a42aHmDwa1,24.615,19.992857142857144,0.8315878378378379,0.675434362934363,26.6,24.6,0.8986486486486487,0.8310810810810811,1048,picasso,1.0,3.0,so pretty high in the mils,so pretty high in the mils,0.70351833,0.009283795,0.2871978,6,26,1,0.26336432868711795,0.39002642398154136,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.030000000000000002,0.0,0,0,1.0,0.0,0,0.0,0,0.77,0.20500000000000002,2.2381719812779215,2.0096593996370657,0.2976,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7wkkvgw5a42aHmDwa1,24.615,19.992857142857144,0.8315878378378379,0.675434362934363,26.6,24.6,0.8986486486486487,0.8310810810810811,1240,picasso,1.0,3.0,piasso that famous,piasso that famous,0.3339824,0.08821568,0.57780194,3,18,1,-0.4272354665368802,-0.36835828931590026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.009999999999999998,0.0,0,0,1.0,0.0,0,0.0,0,1.0,0.5,0.5115095822291114,0.30635952775078257,0.1488,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7wkkvgw5a42aHmDwa1,24.615,19.992857142857144,0.8315878378378379,0.675434362934363,26.6,24.6,0.8986486486486487,0.8310810810810811,1018,picasso,1.0,3.0,i will go with 30,i will go with 30,0.22742608,0.028035032,0.7445389,5,17,1,-0.19703553479554747,-0.11556338488341972,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.030000000000000006,0.0,0,0,1.0,0.2,0,0.0,0,0.0,0.0,0.013623514357408788,-0.1847899152943737,0.248,easy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7wkkvgw5a42aHmDwa1,24.615,19.992857142857144,0.8315878378378379,0.675434362934363,26.6,24.6,0.8986486486486487,0.8310810810810811,1287,picasso,1.0,3.0,im going with 35,i'm going with 3.5,0.22903146,0.018796977,0.7521715,4,16,1,-0.19703553479554747,-0.11556338488341972,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0,0,1.0,0.0,1,0.0,0,0.0,0.0,0.02112467745725935,-0.17739024634113068,0.1984,easy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7wkkvgw5a42aHmDwa1,24.615,19.992857142857144,0.8315878378378379,0.675434362934363,26.6,24.6,0.8986486486486487,0.8310810810810811,918,picasso,1.0,3.0,wow,wow,0.5003099,0.107689396,0.3920007,1,3,1,-0.8876353300195456,-0.8739480981808614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,1.0,0.1,1.2886774213017314,1.0730119326770526,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7wkkvgw5a42aHmDwa1,24.615,19.992857142857144,0.8315878378378379,0.675434362934363,26.6,24.6,0.8986486486486487,0.8310810810810811,1324,picasso,1.0,3.0,yes best painter,yes best painter,0.954623,0.0072792866,0.0380978,3,16,1,-0.4272354665368802,-0.36835828931590026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.3,1.0,3.4114624700121556,3.1670747347062367,0.1488,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7wkkvgw5a42aHmDwa1,24.615,19.992857142857144,0.8315878378378379,0.675434362934363,26.6,24.6,0.8986486486486487,0.8310810810810811,68,picasso,1.0,3.0,wow,wow,0.5003099,0.107689396,0.3920007,1,3,1,-0.8876353300195456,-0.8739480981808614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,1.0,0.1,1.2886774213017314,1.0730119326770526,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7wkkvgw5a42aHmDwa1,24.615,19.992857142857144,0.8315878378378379,0.675434362934363,26.6,24.6,0.8986486486486487,0.8310810810810811,1240,picasso,1.0,3.0,5 million,5 million,0.15147154,0.05021175,0.7983168,2,9,1,-0.657435398278213,-0.6211531937483808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.34127525896362887,-0.5348867468830683,0.0992,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7wkkvgw5a42aHmDwa1,24.615,19.992857142857144,0.8315878378378379,0.675434362934363,26.6,24.6,0.8986486486486487,0.8310810810810811,1324,picasso,1.0,3.0,35 too low,3.5 too low,0.063964285,0.4494403,0.48659536,3,10,1,-0.4272354665368802,-0.36835828931590026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0,0,1.0,0.0,0,0.0,0,0.3,0.0,-0.750154273387141,-0.9382334423738703,0.1488,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7wkkvgw5a42aHmDwa1,24.615,19.992857142857144,0.8315878378378379,0.675434362934363,26.6,24.6,0.8986486486486487,0.8310810810810811,1240,picasso,1.0,3.0,yea,yea,0.43048313,0.09316128,0.4763556,1,3,1,-0.8876353300195456,-0.8739480981808614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.9624107489215123,0.7511597966879136,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7wkkvgw5a42aHmDwa1,24.615,19.992857142857144,0.8315878378378379,0.675434362934363,26.6,24.6,0.8986486486486487,0.8310810810810811,1324,picasso,1.0,3.0,at least teen,at least teen,0.17480128,0.0786185,0.7465802,3,13,1,-0.4272354665368802,-0.36835828931590026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0,0,1.0,0.0,0,0.0,0,0.2,-0.15,-0.23226668478361606,-0.4273531082646521,0.1488,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7wkkvgw5a42aHmDwa1,24.615,19.992857142857144,0.8315878378378379,0.675434362934363,26.6,24.6,0.8986486486486487,0.8310810810810811,1240,picasso,1.0,3.0,hiigher,hiigher,0.2575482,0.07691502,0.66553676,1,7,1,-0.8876353300195456,-0.8739480981808614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.15436959007360815,-0.04594819796273761,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7wkkvgw5a42aHmDwa1,24.615,19.992857142857144,0.8315878378378379,0.675434362934363,26.6,24.6,0.8986486486486487,0.8310810810810811,935,picasso,1.0,3.0,im going to guess 35 million,im going to guess 35 million,0.1174717,0.06487381,0.81765443,6,28,1,0.26336432868711795,0.39002642398154136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.5001400418865659,-0.6916020170765623,0.2976,easy,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7wkkvgw5a42aHmDwa2,31.26,42.50384615384616,1.056081081081081,1.4359407484407485,26.6,45.4,0.8986486486486487,1.5337837837837838,116,picasso,2.0,4.0,size doesnt do eveything painting period does,"size doesn't do eveything, painting period does",0.04211929,0.4777289,0.48015174,7,45,1,0.4935642604284507,0.5988315470897332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.8522253533871541,-1.0226568405471037,0.3472,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7wkkvgw5a42aHmDwa2,31.26,42.50384615384616,1.056081081081081,1.4359407484407485,26.6,45.4,0.8986486486486487,1.5337837837837838,1839,picasso,2.0,4.0,right art is so subjective and seems made up how they assign value,right? art is so subjective and seems made up how they assign value,0.01497045,0.67055196,0.31447756,13,66,1,1.874763850876447,2.208191329893391,0.0,0.0,0.0,0.030000000000000002,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.02,0.0,0.01,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.02,0.0,0.0,0.0,0.01,0.0,0.030000000000000002,0.0,0.0,0.02,0.01,0.04,0.01,0.0,0.0,0.0,0.01,0.0,0.060000000000000005,0.0,1,0,1.0,0.0,0,0.0,0,0.5357142857142857,0.2857142857142857,-0.9790787319092163,-1.149121762372478,0.6447999999999999,easy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7wkkvgw5a42aHmDwa2,31.26,42.50384615384616,1.056081081081081,1.4359407484407485,26.6,45.4,0.8986486486486487,1.5337837837837838,1839,picasso,2.0,4.0,but seriously judging from the art market and notable sales of late definitely closer to 100,"but seriously, judging from the art market and notable sales of late, definitely closer to 100",0.39632452,0.023419999,0.5802555,16,92,1,2.565363646100445,3.0128712212952196,0.0,0.0,0.0,0.02,0.01,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.02,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0,0,1.0,0.0,1,0.023255813953488372,0,0.5666666666666667,-0.033333333333333326,0.8028041106961776,0.6273045103647099,0.7936,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7wkkvgw5a42aHmDwa2,31.26,42.50384615384616,1.056081081081081,1.4359407484407485,26.6,45.4,0.8986486486486487,1.5337837837837838,1535,picasso,2.0,4.0,i agree with james,i agree with james,0.27776772,0.022053761,0.70017856,4,18,1,-0.4272354665368802,-0.47407497477937194,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.0,0.009999999999999998,0.019999999999999997,0.0,0,0,1.0,0.25,0,0.0,0,0.0,0.0,0.24884561277271453,0.07504237158211274,0.1984,easy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
