Unnamed0,timestamp_start,timestamp_end,message,speaker_nickname,conversation_num,message_lower_with_punc,positive_bert,negative_bert,neutral_bert,num_words,num_chars,num_messages,info_exchange_zscore_chats,info_exchange_zscore_conversation,discrepancies,hear,home,conjunction,certainty,inclusive,bio,achievement,adverbs,anxiety,third_person,negation,swear,death,health,see,body,family,negative_affect,quantifier,positive_affect,insight,humans,present_tense,future_tense,past_tense,relative,sexual,inhibition,sadness,social,indefinite_pronoun,religion,work,money,causation,anger,first_person_singular,feel,tentativeness,exclusive,verbs,friends,article,argue,auxiliary_verbs,cognitive_mech,preposition,first_person_plural,percept,second_person,positive_words,first_person,nltk_english_stopwords,hedge_words,num_question_naive,NTRI,word_TTR,first_pronouns_proportion,function_word_accommodation,content_word_accommodation,hedge_naive,textblob_subjectivity,textblob_polarity,positivity_zscore_chats,positivity_zscore_conversation,dale_chall_score,dale_chall_classification,time_diff,please,please_start,hashedge,indirect_btw,hedges,factuality,deference,gratitude,apologizing,1st_person_pl,1st_person,1st_person_start,2nd_person,2nd_person_start,indirect_greeting,direct_question,direct_start,haspositive,hasnegative,subjunctive,indicative
124,285.701,303.701, so i think i think i think the question is is the system of policing inherently which makes people who are lets say not so much racist and enable them to be racist i think thats maybe something that,2,1.0," so i think i think i think the question is, is the system of policing inherently which makes people who are let's say not so much racist and enable them to be racist i think that's maybe something that.",0.016416708,0.37781918,0.6057641,39,199,1,1.2318891332533803,1.2318891332533803,0.0,0.01,0.0,0.03,0.0,0.01,0.0,0.01,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.05,0.01,0.1,0.0,0.0,0.01,0.0,0.0,0.0,0.06,0.05,0.0,0.0,0.0,0.01,0.0,0.04,0.0,0.03,0.02,0.11,0.0,0.02,0.03,0.05,0.1,0.02,0.01,0.01,0.0,0.0,0.05,0.2,0.01,0,0,0.7435897435897436,0.1282051282051282,4,0.020618556701030927,1,0.2,0.2,-0.615984522285301,-0.615984522285301,1.9344,easy,-5.6819999999999595,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
125,291.383,299.383, but necessarily id also agree with the fact that you said that like if theres areas really like low response times to like crime shootings or things like that,1,1.0," but necessarily, i'd also agree with the fact that you said that like if there's areas really like low response times to like crime shootings or things like that.",0.10683576,0.1452458,0.7479185,29,159,1,0.9338248054353707,0.9338248054353707,0.01,0.01,0.0,0.04,0.02,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.05,0.0,0.0,0.01,0.0,0.01,0.03,0.0,0.0,0.01,0.02,0.04,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.04,0.02,0.0,0.01,0.02,0.01,0.08,0.02,0.0,0.01,0.01,0.04,0.0,0.1,0.0,0,0,0.8275862068965517,0.0,5,0.0,0,0.5,0.06666666666666667,-0.20565736894425216,-0.20565736894425216,1.9828827586206894,easy,-12.31800000000004,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0
126,299.383,306.383, it would be great if they walked a little bit more there was more police to be able to respond to those if its like a staffing issue,1,1.0, it would be great if they walked a little bit more. there was more police to be able to respond to those if it's like a staffing issue.,0.2795986,0.1858369,0.5345645,28,133,1,0.8742119398717688,0.8742119398717688,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.0,0.0,0.0,0.01,0.02,0.02,0.0,0.0,0.0,0.02,0.03,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.05,0.0,0.02,0.0,0.04,0.04,0.03,0.0,0.0,0.0,0.04,0.0,0.17,0.01,0,0,0.7857142857142857,0.0,6,0.0,1,0.575,0.4225,0.5783508989185328,0.5783508989185328,1.3888,easy,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
127,306.383,309.383, so,1,1.0, so.,0.30270597,0.13205877,0.5652353,1,3,1,-0.7353354303454829,-0.7353354303454829,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.6832135483665536,0.6832135483665536,0.0496,easy,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
132,322.383,333.383, what is the best way to deal with the problem of urban unrest and rioting is it more important to call unrest with more sort of prevent it by addressing internal issues of police misconduct and racism,1,1.0, what is the best way to deal with the problem of urban unrest and rioting? is it more important to call unrest with more sort of prevent it by addressing internal issues of police misconduct and racism?,0.019184647,0.5259745,0.45484078,37,201,1,1.410727729944186,1.410727729944186,0.009999999999999998,0.0,0.0,0.019999999999999997,0.0,0.039999999999999994,0.0,0.019999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029999999999999995,0.019999999999999997,0.0,0.0,0.019999999999999997,0.0,0.0,0.019999999999999997,0.0,0.009999999999999998,0.0,0.019999999999999997,0.029999999999999995,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.019999999999999997,0.0,0.019999999999999997,0.019999999999999997,0.019999999999999997,0.06999999999999999,0.07999999999999999,0.0,0.0,0.0,0.019999999999999997,0.0,0.18999999999999997,0.009999999999999998,2,0,0.7297297297297297,0.0,0,0.0,1,0.3833333333333333,0.39999999999999997,-0.6034234468773033,-0.6034234468773033,1.8352,easy,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
135,334.383,354.383, yeah my initial thought doesnt have a lot to do with necessarily this kind of deracism but it was what are the systems in place to allow people to what theyre unrest be known,1,1.0," yeah, my initial thought doesn't have a lot to do with necessarily this kind of deracism, but it was what are the systems in place to allow people to what they're unrest be known.",0.01619313,0.49429616,0.4895107,34,175,1,1.1722762676897784,1.1722762676897784,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.049999999999999996,0.0,0.02,0.04,0.0,0.0,0.0,0.02,0.04,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.02,0.01,0.08,0.0,0.02,0.01,0.07,0.08,0.060000000000000005,0.0,0.0,0.0,0.01,0.01,0.19,0.01,0,0,0.9117647058823529,0.029411764705882353,9,0.3333333333333333,1,0.6333333333333333,0.19999999999999998,-0.6169991328376179,-0.6169991328376179,2.150811764705882,easy,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
139,353.956,354.956, i agree,0,1.0, i agree.,0.4648247,0.04031172,0.4948636,2,8,1,-0.7353354303454829,-0.7353354303454829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0,0,1.0,0.5,0,0.0,0,0.0,0.0,1.4189181981362293,1.4189181981362293,0.0992,easy,-0.4269999999999641,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
140,354.956,358.956, i think theres also like two questions that people can play at,0,1.0, i think there's also like two questions that people can play at,0.07890448,0.011889848,0.9092057,12,63,1,-0.13920677470946372,-0.13920677470946372,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.01,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.02,0.02,0.01,0.0,0.0,0.0,0.01,0.01,0.04,0.0,0,0,1.0,0.08333333333333333,0,0.005154639175257732,0,0.0,0.0,-0.33241121515325434,-0.33241121515325434,0.5952,easy,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
141,355.383,369.383, because brandon my first i was with you said like whenever people go crazy start stealing and you know the analyzing things and yeah i think the police should be able to like use force to protect property thats not involved in any way and the riot or you know the protesting,1,1.0," because brandon, my first i was with you said like whenever people go crazy start stealing and you know, the analyzing things and yeah, i think the police should be able to like use force to protect property that's not involved in any way and the riot or you know the protesting.",0.070103765,0.29197383,0.63792247,52,275,1,2.126082116707409,2.126082116707409,0.01,0.01,0.0,0.060000000000000005,0.0,0.04,0.0,0.02,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.01,0.07,0.01,0.02,0.060000000000000005,0.0,0.01,0.0,0.060000000000000005,0.02,0.0,0.01,0.0,0.030000000000000002,0.01,0.030000000000000002,0.0,0.02,0.02,0.11,0.0,0.04,0.060000000000000005,0.04,0.15,0.04,0.0,0.01,0.030000000000000002,0.030000000000000002,0.030000000000000002,0.24000000000000002,0.0,0,0,0.7884615384615384,0.057692307692307696,2,0.06626165930289642,0,0.6194444444444445,0.05000000000000001,-0.3723493947010323,-0.3723493947010323,2.5791999999999997,easy,-3.573000000000036,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0
142,356.701,361.701, i think the thing is that the law is not a law,2,1.0, i think the thing is that the law is not a law.,0.020461889,0.4788284,0.50070965,12,47,1,-0.13920677470946372,-0.13920677470946372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.029999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019999999999999997,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.009999999999999998,0.029999999999999995,0.0,0.029999999999999995,0.0,0.019999999999999997,0.039999999999999994,0.0,0.0,0.0,0.0,0.009999999999999998,0.009999999999999998,0.07999999999999999,0.0,0,0,0.75,0.08333333333333333,3,0.019440353460972018,0,0.0,0.0,-0.5976272450548419,-0.5976272450548419,0.5952,easy,-12.68199999999996,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
143,358.956,368.956, the same time,0,1.0, the same time.,0.12745462,0.07191129,0.80063415,3,14,1,-0.6161096992182791,-0.6161096992182791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0,0,1.0,0.0,1,0.0,0,0.125,0.0,-0.11208772911947701,-0.11208772911947701,0.1488,easy,-2.7450000000000045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,361.701,364.701, i think the law is not a law,2,1.0, i think the law is not a law.,0.02222928,0.60286504,0.37490568,8,29,1,-0.37765823696387135,-0.37765823696387135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.019999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.009999999999999998,0.019999999999999997,0.0,0.019999999999999997,0.0,0.009999999999999998,0.039999999999999994,0.0,0.0,0.0,0.0,0.009999999999999998,0.009999999999999998,0.05,0.0,0,0,0.875,0.125,1,0.0,0,0.0,0.0,-0.5896067172807774,-0.5896067172807774,0.3968,easy,-7.2549999999999955,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
147,368.956,376.956, i think thats really tough to delineate between,0,1.0, i think that's really tough to delineate between.,0.009062329,0.81707686,0.17386079,8,48,1,-0.37765823696387135,-0.37765823696387135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.019999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.009999999999999998,0.019999999999999997,0.0,0.0,0.009999999999999998,0.009999999999999998,0.019999999999999997,0.019999999999999997,0.0,0.0,0.0,0.009999999999999998,0.009999999999999998,0.03,0.0,0,0,1.0,0.125,0,0.019440353460972018,0,0.8333333333333334,-0.3888888888888889,-0.6493591411616545,-0.6493591411616545,0.3968,easy,4.2549999999999955,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
148,369.383,379.383, but i just think it does become a governmental issue like do we need to have better ways to get feedback from the people incorporate it and make people feel heard that their things that theyre worried about are,1,1.0, but i just think it does become a governmental issue. like do we need to have better ways to get feedback from the people incorporate it and make people feel heard that their things that they're worried about are.,0.014692262,0.63846546,0.34684235,39,211,1,1.410727729944186,1.410727729944186,0.01,0.01,0.0,0.02,0.0,0.02,0.0,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.029999999999999995,0.02,0.10999999999999999,0.0,0.01,0.0,0.0,0.0,0.0,0.05999999999999999,0.049999999999999996,0.0,0.029999999999999995,0.0,0.01,0.0,0.01,0.01,0.0,0.02,0.11999999999999998,0.0,0.02,0.029999999999999995,0.05999999999999999,0.09999999999999999,0.04,0.01,0.02,0.0,0.029999999999999995,0.02,0.19999999999999998,0.0,0,0,0.8974358974358975,0.05128205128205128,2,0.019440353460972018,0,0.5,0.5,-0.6238101630393132,-0.6238101630393132,6.38064358974359,difficult,-7.573000000000036,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0
152,376.956,381.956, but at the same time like you definitely do see you know,0,1.0," but at the same time, like you definitely do see, you know,",0.23619764,0.033723757,0.73007864,12,57,1,-0.07959390914586179,-0.07959390914586179,0.0,0.0,0.0,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.009999999999999998,0.019999999999999997,0.009999999999999998,0.0,0.029999999999999995,0.0,0.0,0.019999999999999997,0.0,0.0,0.0,0.019999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.029999999999999995,0.0,0.009999999999999998,0.019999999999999997,0.009999999999999998,0.039999999999999994,0.009999999999999998,0.0,0.009999999999999998,0.019999999999999997,0.009999999999999998,0.0,0.06999999999999999,0.0,0,0,0.9166666666666666,0.0,4,0.0,0,0.3125,0.0,0.3813947046745506,0.3813947046745506,0.5952,easy,-2.426999999999964,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
153,379.383,382.383, i dont know how realistic that is,1,1.0, i don't know how realistic that is.,0.015811158,0.803636,0.18055283,7,34,1,-0.43727110252747325,-0.43727110252747325,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.030000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.030000000000000006,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.01,0.01,0.04,0.0,0,0,1.0,0.14285714285714285,0,0.004975124378109453,0,0.3333333333333333,0.16666666666666666,-0.6187325449885879,-0.6187325449885879,0.3472,easy,-2.573000000000036,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
155,381.956,384.956, you hear stories and all this about like you know africanamerican people,0,1.0," you hear stories and all this about like, you know, african-american people",0.03609127,0.33826086,0.62564784,12,73,1,-0.07959390914586179,-0.07959390914586179,0.0,0.009999999999999998,0.0,0.009999999999999998,0.009999999999999998,0.009999999999999998,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.009999999999999998,0.009999999999999998,0.019999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.049999999999999996,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019999999999999997,0.0,0.0,0.019999999999999997,0.0,0.039999999999999994,0.009999999999999998,0.0,0.009999999999999998,0.019999999999999997,0.009999999999999998,0.0,0.06,0.0,0,0,0.9166666666666666,0.0,0,0.004975124378109453,0,0.0,0.0,-0.5267001641757737,-0.5267001641757737,5.547533333333333,medium,-0.4269999999999641,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
156,382.383,393.383, and if the issues that people are writing against are police misconduct then same thing like how do we incorporate that and make changes for the future so that it doesnt get out of hand,1,1.0," and if the issues that people are writing against are police misconduct, then same thing like how do we incorporate that and make changes for the future so that it doesn't get out of hand.",0.014028426,0.6299481,0.35602352,35,186,1,1.2318891332533803,1.2318891332533803,0.010000000000000002,0.0,0.0,0.060000000000000005,0.0,0.04000000000000001,0.010000000000000002,0.0,0.020000000000000004,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.010000000000000002,0.010000000000000002,0.0,0.010000000000000002,0.060000000000000005,0.0,0.0,0.04000000000000001,0.0,0.0,0.0,0.030000000000000002,0.05,0.0,0.020000000000000004,0.0,0.030000000000000002,0.0,0.0,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.060000000000000005,0.0,0.020000000000000004,0.030000000000000002,0.04000000000000001,0.1,0.04000000000000001,0.010000000000000002,0.010000000000000002,0.0,0.010000000000000002,0.010000000000000002,0.21,0.0,0,0,0.8571428571428571,0.02857142857142857,3,0.041666666666666664,0,0.125,0.0,-0.6268226911530267,-0.6268226911530267,2.1871428571428573,easy,-2.573000000000036,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0
157,382.701,385.701, and the law is not a law,2,1.0, and the law is not a law.,0.029822607,0.5604755,0.40970188,7,25,1,-0.37765823696387135,-0.37765823696387135,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.02,0.01,0.01,0.04,0.0,0.0,0.0,0.0,0.01,0.0,0.05,0.0,0,0,0.8571428571428571,0.0,2,0.0,0,0.0,0.0,-0.5551477378579702,-0.5551477378579702,0.3472,easy,-10.68199999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
158,384.956,386.956, are like you know like you know like you know,0,1.0," are like, you know, like, you know, like, you know,",0.5526964,0.009935072,0.4373685,10,46,1,-0.19881964027306562,-0.19881964027306562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.03,0.01,0.03,0.0,0.0,0.0,0.03,0.03,0.0,0.04,0.0,1,0,0.4,0.0,0,0.0,0,0.0,0.0,1.8176853132818143,1.8176853132818143,0.496,easy,-0.7450000000000045,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
159,385.701,388.701, there is the law,2,1.0, there is the law.,0.18810228,0.1198631,0.6920346,4,17,1,-0.5564968336546771,-0.5564968336546771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.030000000000000006,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.16313503792076806,0.16313503792076806,0.1984,easy,-1.2549999999999955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,386.956,388.956, like you know like you know like you know like you know,0,1.0," like, you know, like, you know, like, you know, like, you know,",0.31235716,0.012491632,0.6751512,12,56,1,-0.07959390914586179,-0.07959390914586179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.04,0.04,0.0,0.04,0.0,0,0,0.25,0.0,0,0.0,0,0.0,0.0,0.727011235153334,0.727011235153334,0.5952,easy,-1.7450000000000045,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
164,391.701,393.701, its a law,2,1.0, it's a law.,0.11361355,0.19428237,0.69210416,3,10,1,-0.6161096992182791,-0.6161096992182791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.020000000000000004,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.17489934599303358,-0.17489934599303358,0.1488,easy,2.7450000000000045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,394.383,411.383, yeah i agree so im not sure like if theres a great way to respond to it like youre saying but yeah i dont i dont think that force i agree,1,1.0," yeah, i agree. so i'm not sure like if there's a great way to respond to it like you're saying, but yeah, i don't i don't think that force i agree.",0.02889581,0.51785827,0.45324597,31,138,1,0.8145990743081669,0.8145990743081669,0.01,0.01,0.0,0.029999999999999995,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.029999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05999999999999999,0.01,0.0,0.049999999999999996,0.0,0.0,0.01,0.0,0.0,0.0,0.029999999999999995,0.02,0.0,0.0,0.0,0.01,0.0,0.04,0.0,0.01,0.029999999999999995,0.049999999999999996,0.0,0.01,0.02,0.04,0.05999999999999999,0.02,0.0,0.01,0.01,0.04,0.04,0.13,0.0,0,0,0.7419354838709677,0.12903225806451613,1,0.0,0,0.8194444444444444,0.275,-0.5593535989715663,-0.5593535989715663,1.5375999999999999,easy,0.6819999999999595,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
168,396.701,399.701, you cant do it,2,1.0, you can't do it.,0.022122439,0.71918756,0.25869006,4,15,1,-0.5564968336546771,-0.5564968336546771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.03,0.0,0,0,1.0,0.0,1,0.0,0,0.0,0.0,-0.5900915682322131,-0.5900915682322131,0.1984,easy,-14.68199999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
169,396.956,426.956, like you know like you know like you know like you know like you know like you know like you know like you know like you know like you know like you know like you know like you know like you know like you know like you know like you know like you know like you know like you know like you know like you know like you know like you know like you know like you know like you know like you know like you know like you know like you know like you know like you know like you know like you know like you know like you know like you know like you know like you know like you know like you know like you know like you know like,0,1.0," like, you know, like, you know, like, you know, like, you know, like, you know, like, you know, like, you know, like, you know, like, you know, like, you know, like, you know, like, you know, like, you know, like, you know, like, you know, like, you know, like, you know, like, you know, like, you know, like, you know, like, you know, like, you know, like, you know, like, you know, like, you know, like, you know, like, you know, like, you know, like, you know, like, you know, like, you know, like, you know, like, you know, like, you know, like, you know, like, you know, like, you know, like, you know, like, you know, like, you know, like, you know, like, you know, like, you know, like, you know, like",0.34628677,0.017319469,0.6363938,133,621,1,7.13356282404997,7.13356282404997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.43999999999999995,0.0,0.43999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.43999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43999999999999995,0.0,0.0,0.43999999999999995,0.0,0.43999999999999995,0.0,0.0,0.0,0.43999999999999995,0.45,0.0,0.43999999999999995,0.0,0,0,0.022556390977443608,0.0,44,0.0,0,0.0,0.0,0.8809858674606046,0.8809858674606046,6.5968,difficult,-2.7450000000000045,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
170,399.701,402.701, you have the law,2,1.0, you have the law.,0.09986515,0.10623065,0.79390424,4,17,1,-0.5564968336546771,-0.5564968336546771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.030000000000000006,0.0,0,0,1.0,0.0,1,0.0,0,0.0,0.0,-0.23729042077442009,-0.23729042077442009,0.1984,easy,-27.254999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
