conversation_num,batch_num,vis_img,int_verb,ort_img,rep_man,soc_pers,team_size,difficulty,score,duration,efficiency,speaker_nickname,message,timestamp
mZFMk7hRgKsbDRowZ_easy,1,Low,Low,Low,Mixed,Mixed,10,Easy [Corresponds to 'Hard' in PNAS],493.0,232.0,2.125,wTyF9YLebwoCuEf2g,"Ffs, an improvement is a better hourly rate, just click the button",2021-03-25T19:07:56.968Z
mZFMk7hRgKsbDRowZ_easy,1,Low,Low,Low,Mixed,Mixed,10,Easy [Corresponds to 'Hard' in PNAS],493.0,232.0,2.125,wTyF9YLebwoCuEf2g,Any way to keep gold from participating again??,2021-03-25T19:08:44.945Z
mZFMk7hRgKsbDRowZ_easy,1,Low,Low,Low,Mixed,Mixed,10,Easy [Corresponds to 'Hard' in PNAS],493.0,232.0,2.125,A6fhM7hLpewe6Pw4o,I don't think so,2021-03-25T19:09:06.370Z
mZFMk7hRgKsbDRowZ_easy,1,Low,Low,Low,Mixed,Mixed,10,Easy [Corresponds to 'Hard' in PNAS],493.0,232.0,2.125,v6SEJSA7MZgCbs4Az,Take it up with purple and pink now,2021-03-25T19:09:37.533Z
mZFMk7hRgKsbDRowZ_easy,1,Low,Low,Low,Mixed,Mixed,10,Easy [Corresponds to 'Hard' in PNAS],493.0,232.0,2.125,wTyF9YLebwoCuEf2g,It's all purple right now,2021-03-25T19:09:48.151Z
mZFMk7hRgKsbDRowZ_easy,1,Low,Low,Low,Mixed,Mixed,10,Easy [Corresponds to 'Hard' in PNAS],493.0,232.0,2.125,QWPBwZkMFo5YmA5WJ,come on purple,2021-03-25T19:09:57.244Z
ua7sYhATQxtjNWiz2_easy,1,Low,Low,Low,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],604.0,71.0,8.507042253521126,HzJNJevARShfGM6qp,trying to get most points too :),2021-03-25T19:08:09.832Z
7rkKnGxo4J5rp9Qon_easy,1,Low,Mixed,Mixed,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],548.0,190.0,2.8842105263157896,Jyo9H49WTa7TcYaqk,"let's place everyone in their maximized spot, then move them around to satisfy requirements",2021-03-25T19:14:45.056Z
7rkKnGxo4J5rp9Qon_easy,1,Low,Mixed,Mixed,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],548.0,190.0,2.8842105263157896,EgRTGRh3knk8P4WJf,good idea,2021-03-25T19:15:00.531Z
7rkKnGxo4J5rp9Qon_easy,1,Low,Mixed,Mixed,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],548.0,190.0,2.8842105263157896,HWmxGGJK6AAF8daJa,We had all red gone. Not anymore.,2021-03-25T19:16:17.826Z
7rkKnGxo4J5rp9Qon_easy,1,Low,Mixed,Mixed,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],548.0,190.0,2.8842105263157896,iNbD9jNKAKN92gmev,because everyone keeps moving,2021-03-25T19:16:37.247Z
7rkKnGxo4J5rp9Qon_easy,1,Low,Mixed,Mixed,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],548.0,190.0,2.8842105263157896,Jyo9H49WTa7TcYaqk,does anyone want to use a strategy or are we all just clicking wherever we want?,2021-03-25T19:16:37.191Z
7rkKnGxo4J5rp9Qon_easy,1,Low,Mixed,Mixed,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],548.0,190.0,2.8842105263157896,iNbD9jNKAKN92gmev,good now,2021-03-25T19:17:10.333Z
7rkKnGxo4J5rp9Qon_easy,1,Low,Mixed,Mixed,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],548.0,190.0,2.8842105263157896,HZDry8Rxv7f6BLNpq,lookin good,2021-03-25T19:17:24.884Z
7rkKnGxo4J5rp9Qon_easy,1,Low,Mixed,Mixed,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],548.0,190.0,2.8842105263157896,AoHW536mJSCS8xEo9,okay looks good,2021-03-25T19:17:26.342Z
7rkKnGxo4J5rp9Qon_easy,1,Low,Mixed,Mixed,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],548.0,190.0,2.8842105263157896,HWmxGGJK6AAF8daJa,everyone satisfied?,2021-03-25T19:17:27.557Z
7rkKnGxo4J5rp9Qon_easy,1,Low,Mixed,Mixed,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],548.0,190.0,2.8842105263157896,Jyo9H49WTa7TcYaqk,yes,2021-03-25T19:17:30.100Z
ZLgiKoDZC7FeeafGW_easy,1,Low,Low,Low,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],532.0,188.0,2.8297872340425534,FqaESZAjBiAt6wPJD,I was holding the last  one sorry,2021-03-25T19:22:00.603Z
ZLgiKoDZC7FeeafGW_easy,1,Low,Low,Low,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],532.0,188.0,2.8297872340425534,n99uGBgtLYRXgSGs8,your minds work much faster than mine!,2021-03-25T19:22:40.734Z
ZLgiKoDZC7FeeafGW_easy,1,Low,Low,Low,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],532.0,188.0,2.8297872340425534,9QMJHTBjzjvwbxjtr,We should check each one by one,2021-03-25T19:22:51.501Z
ZLgiKoDZC7FeeafGW_easy,1,Low,Low,Low,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],532.0,188.0,2.8297872340425534,9kXWCtjT7Ga8DHdwy,all good,2021-03-25T19:22:52.129Z
ZLgiKoDZC7FeeafGW_easy,1,Low,Low,Low,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],532.0,188.0,2.8297872340425534,JSkXPA9kqToGFAoZi,haha mine too i havent got a chance to move a thing lol,2021-03-25T19:22:57.066Z
ZLgiKoDZC7FeeafGW_easy,1,Low,Low,Low,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],532.0,188.0,2.8297872340425534,mhkSv2oZ9yzcN3565,all good,2021-03-25T19:23:03.476Z
ZLgiKoDZC7FeeafGW_easy,1,Low,Low,Low,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],532.0,188.0,2.8297872340425534,mhkSv2oZ9yzcN3565,fix it,2021-03-25T19:23:11.817Z
ZLgiKoDZC7FeeafGW_easy,1,Low,Low,Low,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],532.0,188.0,2.8297872340425534,KFeC8NsnDDMFDRqgG,i only moved one,2021-03-25T19:23:13.139Z
ZLgiKoDZC7FeeafGW_easy,1,Low,Low,Low,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],532.0,188.0,2.8297872340425534,9QMJHTBjzjvwbxjtr,who moved it,2021-03-25T19:23:14.393Z
ZLgiKoDZC7FeeafGW_easy,1,Low,Low,Low,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],532.0,188.0,2.8297872340425534,mhkSv2oZ9yzcN3565,seriously,2021-03-25T19:23:24.949Z
ZLgiKoDZC7FeeafGW_easy,1,Low,Low,Low,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],532.0,188.0,2.8297872340425534,sNgH8u9uo8LiorQiS,that's good higher score,2021-03-25T19:23:32.568Z
ZLgiKoDZC7FeeafGW_easy,1,Low,Low,Low,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],532.0,188.0,2.8297872340425534,eupS2owFHvcowCbR2,"right there is good, the score is higher",2021-03-25T19:23:34.292Z
ZLgiKoDZC7FeeafGW_easy,1,Low,Low,Low,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],532.0,188.0,2.8297872340425534,9QMJHTBjzjvwbxjtr,stop moving,2021-03-25T19:23:38.751Z
ZLgiKoDZC7FeeafGW_easy,1,Low,Low,Low,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],532.0,188.0,2.8297872340425534,eupS2owFHvcowCbR2,well not anymore lol,2021-03-25T19:23:41.974Z
ZLgiKoDZC7FeeafGW_easy,1,Low,Low,Low,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],532.0,188.0,2.8297872340425534,mhkSv2oZ9yzcN3565,stop moving it,2021-03-25T19:23:43.434Z
ZLgiKoDZC7FeeafGW_easy,1,Low,Low,Low,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],532.0,188.0,2.8297872340425534,KFeC8NsnDDMFDRqgG,that wasn't me,2021-03-25T19:23:45.602Z
ZLgiKoDZC7FeeafGW_easy,1,Low,Low,Low,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],532.0,188.0,2.8297872340425534,FqaESZAjBiAt6wPJD,move a,2021-03-25T19:23:51.196Z
ZLgiKoDZC7FeeafGW_easy,1,Low,Low,Low,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],532.0,188.0,2.8297872340425534,9kXWCtjT7Ga8DHdwy,please guys always look hat the constraints chat at the top left,2021-03-25T19:24:02.007Z
ZLgiKoDZC7FeeafGW_easy,1,Low,Low,Low,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],532.0,188.0,2.8297872340425534,FqaESZAjBiAt6wPJD,c and g oh my,2021-03-25T19:24:07.830Z
ZLgiKoDZC7FeeafGW_easy,1,Low,Low,Low,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],532.0,188.0,2.8297872340425534,sNgH8u9uo8LiorQiS,I think we should try to put each one in the room that's going to get the highest score and then arrange by constraints,2021-03-25T19:24:09.390Z
ZLgiKoDZC7FeeafGW_easy,1,Low,Low,Low,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],532.0,188.0,2.8297872340425534,JSkXPA9kqToGFAoZi,if someone doesn't understand let us know you are lowering our score,2021-03-25T19:24:18.150Z
ZLgiKoDZC7FeeafGW_easy,1,Low,Low,Low,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],532.0,188.0,2.8297872340425534,FqaESZAjBiAt6wPJD,going down in score,2021-03-25T19:24:23.315Z
ZLgiKoDZC7FeeafGW_easy,1,Low,Low,Low,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],532.0,188.0,2.8297872340425534,9QMJHTBjzjvwbxjtr,we were higher before,2021-03-25T19:24:24.867Z
ZLgiKoDZC7FeeafGW_easy,1,Low,Low,Low,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],532.0,188.0,2.8297872340425534,9kXWCtjT7Ga8DHdwy,let lets leave it when it is all black,2021-03-25T19:24:25.215Z
ZLgiKoDZC7FeeafGW_easy,1,Low,Low,Low,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],532.0,188.0,2.8297872340425534,KFeC8NsnDDMFDRqgG,i agree,2021-03-25T19:24:32.162Z
ZLgiKoDZC7FeeafGW_easy,1,Low,Low,Low,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],532.0,188.0,2.8297872340425534,9QMJHTBjzjvwbxjtr,leave it,2021-03-25T19:24:37.137Z
ZLgiKoDZC7FeeafGW_easy,1,Low,Low,Low,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],532.0,188.0,2.8297872340425534,FqaESZAjBiAt6wPJD,that it,2021-03-25T19:24:39.925Z
ZLgiKoDZC7FeeafGW_easy,1,Low,Low,Low,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],532.0,188.0,2.8297872340425534,mhkSv2oZ9yzcN3565,agreed,2021-03-25T19:24:40.273Z
ZLgiKoDZC7FeeafGW_easy,1,Low,Low,Low,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],532.0,188.0,2.8297872340425534,JSkXPA9kqToGFAoZi,leave it,2021-03-25T19:24:41.149Z
ZLgiKoDZC7FeeafGW_easy,1,Low,Low,Low,Low,High,10,Easy [Corresponds to 'Hard' in PNAS],532.0,188.0,2.8297872340425534,9QMJHTBjzjvwbxjtr,now all check satisfied,2021-03-25T19:24:48.465Z
MiWfQBFyQnYbTSeRJ_easy,1,Low,Mixed,Low,Low,Low,5,Easy [Corresponds to 'Hard' in PNAS],643.0,104.0,6.182692307692308,rbWDQovdpP4g68gcq,Do you guys even know what you're doing?,2021-03-25T19:33:47.473Z
MiWfQBFyQnYbTSeRJ_easy,1,Low,Mixed,Low,Low,Low,5,Easy [Corresponds to 'Hard' in PNAS],643.0,104.0,6.182692307692308,c2vY9hvo4etpFJftY,"Try to get the best number payoff per student, but you cant violate any of the constraits",2021-03-25T19:34:18.612Z
MiWfQBFyQnYbTSeRJ_easy,1,Low,Mixed,Low,Low,Low,5,Easy [Corresponds to 'Hard' in PNAS],643.0,104.0,6.182692307692308,c2vY9hvo4etpFJftY,seems like they highlight red when they are violated,2021-03-25T19:34:26.543Z
YWEQcmrzmn7tEFDT2_easy,1,Low,Low,Low,Mixed,High,10,Easy [Corresponds to 'Hard' in PNAS],626.0,322.0,1.944099378881988,RbEFL4ZuBuMJFhpiJ,my head is spinning,2021-03-25T19:10:44.545Z
YWEQcmrzmn7tEFDT2_easy,1,Low,Low,Low,Mixed,High,10,Easy [Corresponds to 'Hard' in PNAS],626.0,322.0,1.944099378881988,RbEFL4ZuBuMJFhpiJ,can't keep track of this,2021-03-25T19:10:49.523Z
YWEQcmrzmn7tEFDT2_easy,1,Low,Low,Low,Mixed,High,10,Easy [Corresponds to 'Hard' in PNAS],626.0,322.0,1.944099378881988,2KH6sDpZrD6ucKYRo,slow down every one,2021-03-25T19:11:04.572Z
YWEQcmrzmn7tEFDT2_easy,1,Low,Low,Low,Mixed,High,10,Easy [Corresponds to 'Hard' in PNAS],626.0,322.0,1.944099378881988,eSQdxTHS9RBnmySaj,ok,2021-03-25T19:11:09.228Z
YWEQcmrzmn7tEFDT2_easy,1,Low,Low,Low,Mixed,High,10,Easy [Corresponds to 'Hard' in PNAS],626.0,322.0,1.944099378881988,RbEFL4ZuBuMJFhpiJ,ok i think 604 was good,2021-03-25T19:11:11.798Z
YWEQcmrzmn7tEFDT2_easy,1,Low,Low,Low,Mixed,High,10,Easy [Corresponds to 'Hard' in PNAS],626.0,322.0,1.944099378881988,eSQdxTHS9RBnmySaj,quit ******* around,2021-03-25T19:11:13.888Z
YWEQcmrzmn7tEFDT2_easy,1,Low,Low,Low,Mixed,High,10,Easy [Corresponds to 'Hard' in PNAS],626.0,322.0,1.944099378881988,eSQdxTHS9RBnmySaj,chill out pink,2021-03-25T19:11:21.458Z
YWEQcmrzmn7tEFDT2_easy,1,Low,Low,Low,Mixed,High,10,Easy [Corresponds to 'Hard' in PNAS],626.0,322.0,1.944099378881988,2KH6sDpZrD6ucKYRo,SATISFIED!,2021-03-25T19:11:26.526Z
YWEQcmrzmn7tEFDT2_easy,1,Low,Low,Low,Mixed,High,10,Easy [Corresponds to 'Hard' in PNAS],626.0,322.0,1.944099378881988,snLegiTxs5ogf4zXa,Let's see if we can do better than 604,2021-03-25T19:11:33.480Z
YWEQcmrzmn7tEFDT2_easy,1,Low,Low,Low,Mixed,High,10,Easy [Corresponds to 'Hard' in PNAS],626.0,322.0,1.944099378881988,eSQdxTHS9RBnmySaj,pink making a stink,2021-03-25T19:11:35.939Z
YWEQcmrzmn7tEFDT2_easy,1,Low,Low,Low,Mixed,High,10,Easy [Corresponds to 'Hard' in PNAS],626.0,322.0,1.944099378881988,snLegiTxs5ogf4zXa,hang on a sec,2021-03-25T19:11:38.960Z
YWEQcmrzmn7tEFDT2_easy,1,Low,Low,Low,Mixed,High,10,Easy [Corresponds to 'Hard' in PNAS],626.0,322.0,1.944099378881988,eSQdxTHS9RBnmySaj,**** off pink,2021-03-25T19:11:41.092Z
YWEQcmrzmn7tEFDT2_easy,1,Low,Low,Low,Mixed,High,10,Easy [Corresponds to 'Hard' in PNAS],626.0,322.0,1.944099378881988,eSQdxTHS9RBnmySaj,what an idiot,2021-03-25T19:11:47.400Z
YWEQcmrzmn7tEFDT2_easy,1,Low,Low,Low,Mixed,High,10,Easy [Corresponds to 'Hard' in PNAS],626.0,322.0,1.944099378881988,766wYJYZkLXXzMNpb,i'm ok with 604,2021-03-25T19:11:50.972Z
YWEQcmrzmn7tEFDT2_easy,1,Low,Low,Low,Mixed,High,10,Easy [Corresponds to 'Hard' in PNAS],626.0,322.0,1.944099378881988,RbEFL4ZuBuMJFhpiJ,604 is fine,2021-03-25T19:11:53.698Z
YWEQcmrzmn7tEFDT2_easy,1,Low,Low,Low,Mixed,High,10,Easy [Corresponds to 'Hard' in PNAS],626.0,322.0,1.944099378881988,eSQdxTHS9RBnmySaj,622 was legit now what,2021-03-25T19:12:10.082Z
YWEQcmrzmn7tEFDT2_easy,1,Low,Low,Low,Mixed,High,10,Easy [Corresponds to 'Hard' in PNAS],626.0,322.0,1.944099378881988,RbEFL4ZuBuMJFhpiJ,how do we get back to 604?,2021-03-25T19:12:17.839Z
YWEQcmrzmn7tEFDT2_easy,1,Low,Low,Low,Mixed,High,10,Easy [Corresponds to 'Hard' in PNAS],626.0,322.0,1.944099378881988,RbEFL4ZuBuMJFhpiJ,622,2021-03-25T19:12:24.752Z
YWEQcmrzmn7tEFDT2_easy,1,Low,Low,Low,Mixed,High,10,Easy [Corresponds to 'Hard' in PNAS],626.0,322.0,1.944099378881988,N2xjWhT2APbueWS3s,c is only 39 points,2021-03-25T19:12:28.309Z
YWEQcmrzmn7tEFDT2_easy,1,Low,Low,Low,Mixed,High,10,Easy [Corresponds to 'Hard' in PNAS],626.0,322.0,1.944099378881988,eSQdxTHS9RBnmySaj,leave 104 alone,2021-03-25T19:12:40.264Z
YWEQcmrzmn7tEFDT2_easy,1,Low,Low,Low,Mixed,High,10,Easy [Corresponds to 'Hard' in PNAS],626.0,322.0,1.944099378881988,eSQdxTHS9RBnmySaj,DEF in 104,2021-03-25T19:12:43.279Z
YWEQcmrzmn7tEFDT2_easy,1,Low,Low,Low,Mixed,High,10,Easy [Corresponds to 'Hard' in PNAS],626.0,322.0,1.944099378881988,snLegiTxs5ogf4zXa,I'm trying to see how we can hit on a bunch of those 90 pointers,2021-03-25T19:12:50.633Z
YWEQcmrzmn7tEFDT2_easy,1,Low,Low,Low,Mixed,High,10,Easy [Corresponds to 'Hard' in PNAS],626.0,322.0,1.944099378881988,eSQdxTHS9RBnmySaj,DEF in 104 was getting somewhere,2021-03-25T19:13:14.334Z
YWEQcmrzmn7tEFDT2_easy,1,Low,Low,Low,Mixed,High,10,Easy [Corresponds to 'Hard' in PNAS],626.0,322.0,1.944099378881988,N2xjWhT2APbueWS3s,c&d in 105 gets the most for them,2021-03-25T19:13:25.154Z
YWEQcmrzmn7tEFDT2_easy,1,Low,Low,Low,Mixed,High,10,Easy [Corresponds to 'Hard' in PNAS],626.0,322.0,1.944099378881988,eSQdxTHS9RBnmySaj,ok,2021-03-25T19:13:48.955Z
YWEQcmrzmn7tEFDT2_easy,1,Low,Low,Low,Mixed,High,10,Easy [Corresponds to 'Hard' in PNAS],626.0,322.0,1.944099378881988,RbEFL4ZuBuMJFhpiJ,still 20 pt down from the max,2021-03-25T19:13:54.091Z
YWEQcmrzmn7tEFDT2_easy,1,Low,Low,Low,Mixed,High,10,Easy [Corresponds to 'Hard' in PNAS],626.0,322.0,1.944099378881988,2KH6sDpZrD6ucKYRo,next time when we get it right lets just leave it be,2021-03-25T19:14:08.748Z
YWEQcmrzmn7tEFDT2_easy,1,Low,Low,Low,Mixed,High,10,Easy [Corresponds to 'Hard' in PNAS],626.0,322.0,1.944099378881988,RbEFL4ZuBuMJFhpiJ,yea,2021-03-25T19:14:13.189Z
YWEQcmrzmn7tEFDT2_easy,1,Low,Low,Low,Mixed,High,10,Easy [Corresponds to 'Hard' in PNAS],626.0,322.0,1.944099378881988,RbEFL4ZuBuMJFhpiJ,too many cooks,2021-03-25T19:15:03.598Z
YWEQcmrzmn7tEFDT2_easy,1,Low,Low,Low,Mixed,High,10,Easy [Corresponds to 'Hard' in PNAS],626.0,322.0,1.944099378881988,snLegiTxs5ogf4zXa,There you go,2021-03-25T19:15:08.698Z
YWEQcmrzmn7tEFDT2_easy,1,Low,Low,Low,Mixed,High,10,Easy [Corresponds to 'Hard' in PNAS],626.0,322.0,1.944099378881988,RbEFL4ZuBuMJFhpiJ,alright,2021-03-25T19:15:09.779Z
YWEQcmrzmn7tEFDT2_easy,1,Low,Low,Low,Mixed,High,10,Easy [Corresponds to 'Hard' in PNAS],626.0,322.0,1.944099378881988,eSQdxTHS9RBnmySaj,there we go,2021-03-25T19:15:10.779Z
YWEQcmrzmn7tEFDT2_easy,1,Low,Low,Low,Mixed,High,10,Easy [Corresponds to 'Hard' in PNAS],626.0,322.0,1.944099378881988,RbEFL4ZuBuMJFhpiJ,leave it there,2021-03-25T19:15:12.923Z
YWEQcmrzmn7tEFDT2_easy,1,Low,Low,Low,Mixed,High,10,Easy [Corresponds to 'Hard' in PNAS],626.0,322.0,1.944099378881988,2KH6sDpZrD6ucKYRo,STOP,2021-03-25T19:15:13.085Z
YWEQcmrzmn7tEFDT2_easy,1,Low,Low,Low,Mixed,High,10,Easy [Corresponds to 'Hard' in PNAS],626.0,322.0,1.944099378881988,766wYJYZkLXXzMNpb,nice,2021-03-25T19:15:16.466Z
YWEQcmrzmn7tEFDT2_easy,1,Low,Low,Low,Mixed,High,10,Easy [Corresponds to 'Hard' in PNAS],626.0,322.0,1.944099378881988,eSQdxTHS9RBnmySaj,you are welcome though,2021-03-25T19:15:25.527Z
YWEQcmrzmn7tEFDT2_easy,1,Low,Low,Low,Mixed,High,10,Easy [Corresponds to 'Hard' in PNAS],626.0,322.0,1.944099378881988,2KH6sDpZrD6ucKYRo,Poor G all alone,2021-03-25T19:15:28.625Z
P2fmuQimhJsCXWKNK_easy,1,Low,Low,Low,Mixed,Low,10,Easy [Corresponds to 'Hard' in PNAS],577.0,564.0,1.0230496453900708,eEyNcdieTLhxbxDAb,we had 640,2021-03-25T19:19:25.980Z
P2fmuQimhJsCXWKNK_easy,1,Low,Low,Low,Mixed,Low,10,Easy [Corresponds to 'Hard' in PNAS],577.0,564.0,1.0230496453900708,TiaQKu5tFLf8RDBY4,wait,2021-03-25T19:19:29.046Z
P2fmuQimhJsCXWKNK_easy,1,Low,Low,Low,Mixed,Low,10,Easy [Corresponds to 'Hard' in PNAS],577.0,564.0,1.0230496453900708,TiaQKu5tFLf8RDBY4,go back,2021-03-25T19:19:30.425Z
P2fmuQimhJsCXWKNK_easy,1,Low,Low,Low,Mixed,Low,10,Easy [Corresponds to 'Hard' in PNAS],577.0,564.0,1.0230496453900708,wRL7r2FCckstiwFhv,too many changes too quick,2021-03-25T19:19:53.167Z
P2fmuQimhJsCXWKNK_easy,1,Low,Low,Low,Mixed,Low,10,Easy [Corresponds to 'Hard' in PNAS],577.0,564.0,1.0230496453900708,TiaQKu5tFLf8RDBY4,probably should just have grey and 1 other person start moving again,2021-03-25T19:20:27.030Z
P2fmuQimhJsCXWKNK_easy,1,Low,Low,Low,Mixed,Low,10,Easy [Corresponds to 'Hard' in PNAS],577.0,564.0,1.0230496453900708,rk37GzmJBWLJA3MHg,Okay,2021-03-25T19:20:39.181Z
P2fmuQimhJsCXWKNK_easy,1,Low,Low,Low,Mixed,Low,10,Easy [Corresponds to 'Hard' in PNAS],577.0,564.0,1.0230496453900708,Y5JrmQhHw3YDFEhKH,10 people trying to cook in the same pot,2021-03-25T19:20:43.789Z
P2fmuQimhJsCXWKNK_easy,1,Low,Low,Low,Mixed,Low,10,Easy [Corresponds to 'Hard' in PNAS],577.0,564.0,1.0230496453900708,f6Xkw2kpEpPLPJrcn,didn;t work b4,2021-03-25T19:20:45.627Z
P2fmuQimhJsCXWKNK_easy,1,Low,Low,Low,Mixed,Low,10,Easy [Corresponds to 'Hard' in PNAS],577.0,564.0,1.0230496453900708,wRL7r2FCckstiwFhv,stop moving c when they have to go with d,2021-03-25T19:21:17.279Z
P2fmuQimhJsCXWKNK_easy,1,Low,Low,Low,Mixed,Low,10,Easy [Corresponds to 'Hard' in PNAS],577.0,564.0,1.0230496453900708,GZcQoEEhLwhGdjBBB,F to 104,2021-03-25T19:21:23.173Z
P2fmuQimhJsCXWKNK_easy,1,Low,Low,Low,Mixed,Low,10,Easy [Corresponds to 'Hard' in PNAS],577.0,564.0,1.0230496453900708,GZcQoEEhLwhGdjBBB,f to 104 / c to 105,2021-03-25T19:22:12.693Z
P2fmuQimhJsCXWKNK_easy,1,Low,Low,Low,Mixed,Low,10,Easy [Corresponds to 'Hard' in PNAS],577.0,564.0,1.0230496453900708,rk37GzmJBWLJA3MHg,Okay,2021-03-25T19:22:23.674Z
P2fmuQimhJsCXWKNK_easy,1,Low,Low,Low,Mixed,Low,10,Easy [Corresponds to 'Hard' in PNAS],577.0,564.0,1.0230496453900708,wRL7r2FCckstiwFhv,c has to be with d,2021-03-25T19:22:24.516Z
P2fmuQimhJsCXWKNK_easy,1,Low,Low,Low,Mixed,Low,10,Easy [Corresponds to 'Hard' in PNAS],577.0,564.0,1.0230496453900708,f6Xkw2kpEpPLPJrcn,switch A and B,2021-03-25T19:22:41.015Z
P2fmuQimhJsCXWKNK_easy,1,Low,Low,Low,Mixed,Low,10,Easy [Corresponds to 'Hard' in PNAS],577.0,564.0,1.0230496453900708,eSWLze4QgsLkHZe9J,Looks good.,2021-03-25T19:22:33.741Z
P2fmuQimhJsCXWKNK_easy,1,Low,Low,Low,Mixed,Low,10,Easy [Corresponds to 'Hard' in PNAS],577.0,564.0,1.0230496453900708,wRL7r2FCckstiwFhv,did we just lose points,2021-03-25T19:22:52.627Z
P2fmuQimhJsCXWKNK_easy,1,Low,Low,Low,Mixed,Low,10,Easy [Corresponds to 'Hard' in PNAS],577.0,564.0,1.0230496453900708,TiaQKu5tFLf8RDBY4,we had 544,2021-03-25T19:23:03.399Z
P2fmuQimhJsCXWKNK_easy,1,Low,Low,Low,Mixed,Low,10,Easy [Corresponds to 'Hard' in PNAS],577.0,564.0,1.0230496453900708,GZcQoEEhLwhGdjBBB,we had 640 at one point,2021-03-25T19:23:10.076Z
P2fmuQimhJsCXWKNK_easy,1,Low,Low,Low,Mixed,Low,10,Easy [Corresponds to 'Hard' in PNAS],577.0,564.0,1.0230496453900708,wRL7r2FCckstiwFhv,"if you make a change and lose points, put it back,",2021-03-25T19:23:14.039Z
P2fmuQimhJsCXWKNK_easy,1,Low,Low,Low,Mixed,Low,10,Easy [Corresponds to 'Hard' in PNAS],577.0,564.0,1.0230496453900708,eSWLze4QgsLkHZe9J,Darn. Go back.,2021-03-25T19:23:14.305Z
P2fmuQimhJsCXWKNK_easy,1,Low,Low,Low,Mixed,Low,10,Easy [Corresponds to 'Hard' in PNAS],577.0,564.0,1.0230496453900708,wRL7r2FCckstiwFhv,did we have 640 with no rules violated?,2021-03-25T19:23:37.618Z
P2fmuQimhJsCXWKNK_easy,1,Low,Low,Low,Mixed,Low,10,Easy [Corresponds to 'Hard' in PNAS],577.0,564.0,1.0230496453900708,GZcQoEEhLwhGdjBBB,yup,2021-03-25T19:23:49.263Z
P2fmuQimhJsCXWKNK_easy,1,Low,Low,Low,Mixed,Low,10,Easy [Corresponds to 'Hard' in PNAS],577.0,564.0,1.0230496453900708,wRL7r2FCckstiwFhv,then why did we change so much?,2021-03-25T19:23:59.230Z
P2fmuQimhJsCXWKNK_easy,1,Low,Low,Low,Mixed,Low,10,Easy [Corresponds to 'Hard' in PNAS],577.0,564.0,1.0230496453900708,GZcQoEEhLwhGdjBBB,too many people were moving lol,2021-03-25T19:24:06.666Z
P2fmuQimhJsCXWKNK_easy,1,Low,Low,Low,Mixed,Low,10,Easy [Corresponds to 'Hard' in PNAS],577.0,564.0,1.0230496453900708,rk37GzmJBWLJA3MHg,Yeah,2021-03-25T19:24:11.967Z
P2fmuQimhJsCXWKNK_easy,1,Low,Low,Low,Mixed,Low,10,Easy [Corresponds to 'Hard' in PNAS],577.0,564.0,1.0230496453900708,TiaQKu5tFLf8RDBY4,next round once we hit like 500 for the first time we all need to pause,2021-03-25T19:24:24.686Z
