conversation_num,task_type,speaker_name,timestamp,message,fracture
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person1,14,HELLO,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person2,21,Hi.,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person3,23,hi,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person4,36,hi,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person2,56,My thoughts:  #1 Job training is essential for helping our neighbors in need.  I suggest 200,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person1,60,HOWABOUT 1:200 2:150 3:150,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person4,73,I can get behind that,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person2,90,#2 maybe 150 yes.  #150 sounds ok.   Very nice split,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person3,99,"The homeless really are the most needy, we should bump them to 300 and do 1:300 2:100 3:100",False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person1,101,YES I THINK SO,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person2,106,I agree lots to the homeless,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person4,117,i am ok with that as well,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person2,119,bump up to 300 is very nice,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person3,152,"Do you think 100,000 is too much for art or books?",False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person1,165,"I AM OK WOTH 300, 100, 100",False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person2,197,"So we help the homeless who have nothing, we help the library which educates our young and art gallery to promote the art community which is very influential and can bring lots of people to the area and their tourist dollars",False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person2,209,300 100 100 if good,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person2,212,is good,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person4,213,exactly,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person1,222,I THINK IT IS FAIR,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person3,227,That makes sense,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person2,236,Should I type our reasons now in the format they want,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person3,250,Please,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person4,255,i think we have to wait for the prompt,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person2,259,Ok,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person2,261,I will wait,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person1,261,YOU CAN DO NOW,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person2,264,now ok,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person2,266,here it goes,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person3,271,Probably best to wait but you can get it ready now,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person1,271,SO CAN COPY AMD PASTE YOUR AMSWER,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person3,284,Yeah I suppose we can copy and paste it,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person3,288,Good idea,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person2,289,ok....waiting,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person2,296,sitting patiently,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person3,298,lol,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person3,322,Looks like we're only half way through,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person2,326,yes,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person1,336,THIS TAKES TO LONG,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person1,348,WHERE IS EVERYONE FROM,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person3,349,I think maybe we just did well this round,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person3,355,West Virginia,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person4,394,new york,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person2,413,Florida,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person1,437,NC,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person1,511,I FEEL VERY SAD FOR HOMELESS,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person2,521,#1 300 to the homeless because they have nothing and this will help improve their lives and outlook for the future as they get job trained and become contributors to our community.  ,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person3,533,#1 300 to the homeless because they have nothing and this will help improve their lives and outlook for the future as they get job trained and become contributors to our community.,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person4,536,1:300K,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person4,542,2:100K,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person1,545,1: 300 to the homeless because they have nothing and this will help improve their lives and outlook for the future as they get job trained and become contributors to our community.,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person4,549,3:100K,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person4,557,same reasons as the others noted,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person1,575,2: $100,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person2,575,"#2 100k, to build a strong library that will educate our children and promote a strong ability to get great jobs.",False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person3,581,"#2 100k, to build a strong library that will educate our children and promote a strong ability to get great jobs.",False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person1,583,3: $100,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person1,588,SAME AS Person55,False
5d6ecaaa1587634cee40f89d,cognitive-conflic,Person1,592,Person55 ,False
5d6ecaaa1587634cee40f89e,creative,Person1,34,Hello,False
5d6ecaaa1587634cee40f89e,creative,Person2,55,hey,False
5d6ecaaa1587634cee40f89e,creative,Person3,96,Hello everyone,False
5d6ecaaa1587634cee40f89e,creative,Person3,113,that flectr looks cool,False
5d6ecaaa1587634cee40f89e,creative,Person1,136,Yes it does.,False
5d6ecaaa1587634cee40f89e,creative,Person1,153,Own the night,False
5d6ecaaa1587634cee40f89e,creative,Person4,160,Hi everyone,False
5d6ecaaa1587634cee40f89e,creative,Person3,167,Nice! i need another sec,False
5d6ecaaa1587634cee40f89e,creative,Person2,170,find the way,False
5d6ecaaa1587634cee40f89e,creative,Person1,190,See and be seen,False
5d6ecaaa1587634cee40f89e,creative,Person4,238,"I'm not coming up with much on this one.  So far I like see and be seen best, Person64 ",False
5d6ecaaa1587634cee40f89e,creative,Person2,252,oh i got a good one,False
5d6ecaaa1587634cee40f89e,creative,Person1,254,Take back the night.,False
5d6ecaaa1587634cee40f89e,creative,Person2,262,light the darkness,False
5d6ecaaa1587634cee40f89e,creative,Person2,266,lol,False
5d6ecaaa1587634cee40f89e,creative,Person5,280,gosh their both good ones,False
5d6ecaaa1587634cee40f89e,creative,Person4,284,Agreed.,False
5d6ecaaa1587634cee40f89e,creative,Person5,292,You Own The Night lol,False
5d6ecaaa1587634cee40f89e,creative,Person4,302,I like that one,False
5d6ecaaa1587634cee40f89e,creative,Person2,303,thats a good one too,False
5d6ecaaa1587634cee40f89e,creative,Person1,307,I like that,False
5d6ecaaa1587634cee40f89e,creative,Person5,337,It doesn't matter to me. I like em all really!,False
5d6ecaaa1587634cee40f89e,creative,Person4,354,I think I like Person65 idea the best.  Should we keep brainstorming or decide on the final at this point,False
5d6ecaaa1587634cee40f89e,creative,Person1,368,I like you own the night the best,False
5d6ecaaa1587634cee40f89e,creative,Person4,391,Me too,False
5d6ecaaa1587634cee40f89e,creative,Person2,393,cool i like it too,False
5d6ecaaa1587634cee40f89e,creative,Person1,405,Are we agreed?,False
5d6ecaaa1587634cee40f89e,creative,Person5,410,gosh thats me,False
5d6ecaaa1587634cee40f89e,creative,Person2,412,lets do it,False
5d6ecaaa1587634cee40f89e,creative,Person5,413,yup,False
5d6ecaaa1587634cee40f89e,creative,Person4,416,yes,False
5d6ecaaa1587634cee40f89e,creative,Person1,420,OK,False
5d6ecaaa1587634cee40f89e,creative,Person2,448,if we fail its on you Person66 just kidding,False
5d6ecaaa1587634cee40f89e,creative,Person2,453,lol,False
5d6ecaaa1587634cee40f89e,creative,Person4,470,I didn't come up with a single idea this time.  Oh well,False
5d6ecaaa1587634cee40f89e,creative,Person4,503,Person65 are you going to enter it since it was your idea?,False
5d6ecaaa1587634cee40f89e,creative,Person1,551,!You Own The Night,False
5d6ecaaa1587634cee40f89e,creative,Person5,573,!You Own The Night,False
5d6ecaaa1587634cee40f89e,creative,Person5,577,thanks all,False
5d6ecaaa1587634cee40f89e,creative,Person4,581,Great team here!  thanks everybody,False
5d6ecaaa1587634cee40f89e,creative,Person5,587,definitely!,False
5d6ecaaa1587634cee40f89e,creative,Person1,589,good job,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person1,7,hi,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person2,11,hey,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person3,14,hi all!,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person4,16,Hi,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person2,28,"wow, three great projects this time",False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person2,35,all deserve some money,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person3,39,yeah.  agreed.  ,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person2,41,all can help us,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person2,59,suggestions for split?,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person3,67,1- 150    2  100  3  250?,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person2,101,I like the 250 to tourism as this brings in money for other projects .....,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person2,110,cash flow is good,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person4,110,"Maybe 1-100, 2-100, 3-300",False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person2,118,even better ,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person3,135,im good any way...i like the tourism bringing more money idea/thought.,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person1,144,His,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person2,150,100 100 300 ok?,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person4,152,I agree,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person2,155,agree,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person1,155,Ok sounds good,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person3,157,agree,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person2,158,cool,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person2,168,reasons.  who wants to do them this time,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person2,182,we have good reason for #3 already,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person4,211,The others are good too just dont require as much money,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person2,219,true,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person2,257,How about:  #1 100k to help keep future tax increases minimal so family budgets are not impacted significantly.  ,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person4,275,Goid,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person4,281,Good,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person2,290,#2 100k to educate our youth and residents which gets them better jobs and can help support our community,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person4,304,Very good,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person3,307,sounds perfect!,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person2,323,#3 300k can bring in tourists and increas cash flow to our community where the cash flow can be used for other improvement projects.,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person4,337,Well put,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person1,351,ok cool,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person2,369,ok one of you copy and get ready to paste #1.  and #2.  I will copy and paste #3.  ok,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person3,375,ill get 3,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person2,387,Ok Person60 has 3,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person2,391,who has 1,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person1,401,ok 1,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person4,401,I got 1,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person1,405,oh lol,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person2,425,ok and i do #2,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person2,438,we are ready.....when they ask us to list them,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person2,442,now we wait,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person4,526,#1 100k to help keep future tax increases minimal so family budgets are not impacted significantly.,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person2,555,#2 100k to educate our youth and residents which gets them better jobs and can help support our communit,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person3,556,"#3- 300,000. This will allow an influx of tourists and increase cash flow to our community where the cash flow can be used for other improvement projects.",False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person4,584,Good bye all,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person2,587,bye,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person1,588,bb,False
5d6ecaaa1587634cee40f89f,cognitive-conflic,Person3,588,bye !,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person1,26,1. 300k 2. 150k 3. 50k ,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person2,27,hello,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person1,29,Hi there,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person2,43,I agree with that assessment,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person3,54,hey everyone,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person4,54,I am good with it,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person3,59,im good with it also,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person1,95,What should our reasoning be? I feel like rehabbing and getting jobs for the homeless will stimulate the economy and also reduce police / shelter costs. ,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person4,103,Let's go with job rtraining for the homeless,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person3,142,i agree with Person67 ,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person3,147,lets do that,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person4,160,There are lots of fields of work that they can do. It would help with provoding mployers with good employees and clean up our communities,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person1,176,"What part? Do you want to put all 500k in the jobs? We can split it if we want, but I'll go with whatever everyone thinks is best. ",False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person4,209,I think to do th job right it would take all 500k to retrain the homeless community,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person4,218,it is a huge undertaking,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person1,228,You've got a good point actually.,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person2,243,"That's true, but having a well-stocked library is also helpful",False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person1,249,From a budget standpoint it would be the most bang for the buck. ,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person1,289,"Library could also provide books for everyone looking for a job, not just the homeless. As a counter point to Person68 ",False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person4,304,we would need to house the ones we are working with and they would have to meet a certain criteria to stay in the housing. There would have to be a penalty in they drop out after we start investing in them,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person2,317,Exactly. Educate the children and prevent them from becoming homeless in the first place perhaps,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person3,325,how about this 1. 250k 2. 200k 3. 50k,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person1,326,We aren't making the rules for the homless though. We are only allocating to the funding. ,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person4,353,very true   sorry I got side tracked,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person3,353,help out the homeless the most,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person4,361,e are running out ouf time,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person3,362,have books stocked,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person1,367,"Do you think 200k is really needed for that many books? It's just books it seems like, not computers and such. It's okay Person68 ",False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person4,376,should we vote now    ,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person2,387,"I still think the original assessment of 300K to the homeless is good. 150k seems like enough for the books. It's not a new library, it's just updated books, right? ",False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person3,395,yea true,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person2,403,and 50K is plenty for a small gallery,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person1,403,yeah that's why im thinking maybe only 100k for books if that. ,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person4,406,all to homeless or maybe 100k to library and rest to homeless,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person2,413,can't imagine they're trying to get Picassos in there,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person1,419,something like 400k 75k 25k?,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person3,425,hmm,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person3,427,yea,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person3,429,thats good,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person2,440,I'm ok with that,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person4,443,I agree with Person69 ,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person3,445,if not i can agree with the first,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person1,467,cool. I think 400/75/25 is good. Who's going to type it up for the chat? LOL,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person4,489,so 400 to homeless 75 to library and 25  right?,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person3,502,yea,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person2,504,How do we submit that? I assumed that when the time was up there would be a place to input it,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person2,509,"Yeah, I'm good with that",False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person1,514,I'm typing it in word on the side here I'll do it,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person4,534,400   homeless is a huge undertaking,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person3,559,nah 400 is good,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person4,563,75 library   homeless can use the resourceas wll as other peole,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person1,570,"1. $400,000.00 To the homeless. The less homeless there are, more jobs are being taken up to simulate the economy. 2. $75,000.00 to the library to ensure more books are put in the help others get jobs. 3. $25,000.00 to the gallery. It would be nice to have something people can go see. ",False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person2,576,separate messages,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person1,578,ah format is off,False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person1,582,"1. $400,000.00 To the homeless. The less homeless there are, more jobs are being taken up to simulate the economy.",False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person2,583,"1. $400,000.00 To the homeless. The less homeless there are, more jobs are being taken up to simulate the economy. ",False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person1,588,"2. $75,000.00 to the library to ensure more books are put in the help others get jobs.",False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person2,588,"2. $75,000.00 to the library to ensure more books are put in the help others get jobs.",False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person1,592,"3. $25,000.00 to the gallery. It would be nice to have something people can go see. ",False
5d6ecaaa1587634cee40f8a0,cognitive-conflic,Person2,597,"3. $25,000.00 to the gallery. It would be nice to have something people can go see.",False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person1,14,Hello,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person2,14,Hi everyone.,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person3,18,Hello everyone,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person4,22,Hello!,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person2,30,"Throwing it out there, computers im not to worried about ",False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person4,43,Agree Person69 ,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person3,52,I also agree with that to be honest,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person1,61,"I vote for 300 to the library, 100 to tourist and 100 to computers",False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person3,65,We could split the 500k between 2 and 3,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person4,95,And no so much into tourism...thats more for private business,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person3,104,I would think 250 to the library and 200 to tourism.  50k can go to the computers,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person2,104,"The library I'd like to throw them a bone, but since it's just books, I don't think they need a ton of money.  I think all libraries should have stuff to help people get jobs and things like that, but I don't know if 300 is kind of overkill. I'm open to suggestions though. ",False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person1,109,"I think the library is the most important, then tourism, then computers",False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person4,115,Library 400000,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person3,120,I agree with Person70,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person2,125,Oh I didn't even see what the last one was. TOTALLY changes things. ,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person2,134,Library should get the most,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person3,140,"I think tourism is important, but the library should get the most ",False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person1,144,I agree library first,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person2,148,Same sna,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person2,153,Person71,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person4,159,400 library,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person1,162,"So how about 300, 100, 100?",False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person3,167,So we can do 400k for the library and we can split the 100k between 1 and 3,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person2,172,So 0 / 400 / 100?,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person3,174,or we can do that to Person70,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person3,199,who wants to give $ to choice 1,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person4,209,Nope,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person2,218,"I don't think we have to give money to one if we don't want to. I kinda feel like computers would be a waste compared to a library, but that's just me",False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person1,226,Holding taxes constant is important to a community so I'd go 100,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person2,262,compromise? 350 Library 50 computers and 100 tourism?,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person1,273,Sounds good to me.,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person3,277,I agree with Person69,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person4,284,Id go with 50/350/100,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person1,303,"So 350, 100, 50 final answer?",False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person4,308,Yes,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person3,313,1. 50k because keeping taxes is important and necessary for the community,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person3,337,2. 350k because the library system is also very important for growth in many areas of society,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person1,349,Agree!,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person3,356,3. 100k because tourism promotes an increase in revenue for the community,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person2,356,Person71 your reasons are so much better than the ones I'm trying to think up on the fly here. ,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person2,361,Perfect!,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person1,374,Great answers Person71,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person3,375,"lol, you just made my day!  :)",False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person4,378,Well expressed!,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person3,390,Aww.  Thank you so much!  Yall are awesome sauce!  ,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person2,412,:),False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person4,432,We have 2 AZJS4O3334NABs in here,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person2,447,Hope you're in my next group. haha. We do? ,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person4,455,Yup,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person3,458,I also hope we are in the next group together,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person1,460,Really two?,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person3,465,I am one,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person3,466,lol,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person3,474,I am the big goober really,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person1,478,I only see a pink one lol,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person3,486,lol.  :) My color is green on my screen ,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person3,489,that's wild.  ,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person2,495,Mine is uhhhh,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person3,497,Person72 is blue,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person1,497,Oh youre pink to me,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person2,500,Brown! LOL,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person4,504,Lol,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person3,504,Person69 you are pink,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person2,506,Pink to me too Snapp,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person1,510,Weird lol,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person3,528,1. 50k because keeping taxes is important and necessary for the community,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person3,536,2. 350k because the library system is also very important for growth in many areas of society,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person3,542,3. 100k because tourism promotes an increase in revenue for the community,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person1,545,1. 50k because taxes remaining constant is important to the community,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person3,562,:)  Thank you guys.  This was fun!,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person3,564,:) ,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person2,572,Same! I wonder if we need to do the format though,False
5d6ecaaa1587634cee40f8a1,cognitive-conflic,Person1,580,2. 350k to the library because education is essential to the community,False
